ProbeID,Module,ModuleColor
10816749,0,grey
10803586,0,grey
10741841,0,grey
10833005,0,grey
10708053,2046,white
10791604,2046,white
10813048,0,grey
10750524,0,grey
10833944,0,grey
10856707,0,grey
10850958,2046,white
10724050,0,grey
10712889,0,grey
10749361,2046,white
10706181,0,grey
10782166,0,grey
10751903,2046,white
10918672,0,grey
10730855,0,grey
10868855,2046,white
10823098,2046,white
10856424,0,grey
10908131,0,grey
10774472,0,grey
10907634,0,grey
10758064,2046,white
10716466,0,grey
10817751,0,grey
10720992,0,grey
10854417,0,grey
10795262,0,grey
10799716,0,grey
10922286,0,grey
10806855,0,grey
10879986,2046,white
10700425,0,grey
10819379,0,grey
10863690,0,grey
10759431,0,grey
10855008,0,grey
10771287,0,grey
10787544,0,grey
10704956,0,grey
10761152,0,grey
10828357,0,grey
10701539,0,grey
10841592,0,grey
10925004,0,grey
10881671,2046,white
10783927,0,grey
10701096,0,grey
10724529,0,grey
10809001,0,grey
10797527,0,grey
10863876,0,grey
10929811,0,grey
10728697,0,grey
10700001,0,grey
10812498,2046,white
10844726,0,grey
10759475,0,grey
10882802,0,grey
10918869,0,grey
10933899,0,grey
10783529,0,grey
10879502,0,grey
10931777,0,grey
10741741,0,grey
10842964,2046,white
10728240,0,grey
10857762,2046,white
10791677,0,grey
10855356,0,grey
10720274,0,grey
10921195,0,grey
10874691,2046,white
10869616,0,grey
10781562,0,grey
10832341,0,grey
10724923,0,grey
10917092,0,grey
10911546,0,grey
10804889,0,grey
10729802,0,grey
10783648,0,grey
10821252,0,grey
10770143,0,grey
10913570,0,grey
10899782,0,grey
10719722,0,grey
10730633,0,grey
10700462,0,grey
10937254,0,grey
10895406,0,grey
10904668,2046,white
10800993,0,grey
10733750,2046,white
10903676,0,grey
10818440,2046,white
10845368,0,grey
10796564,0,grey
10794511,2046,white
10716064,0,grey
10700344,0,grey
10735718,0,grey
10872098,2046,white
10940647,0,grey
10833198,2046,white
10925382,2046,white
10747252,0,grey
10804415,0,grey
10940628,0,grey
10819269,0,grey
10835630,0,grey
10940487,0,grey
10754983,0,grey
10896335,2046,white
10752303,0,grey
10865740,2046,white
10803676,0,grey
10718612,0,grey
10772657,0,grey
10805996,2046,white
10924719,0,grey
10815512,0,grey
10914442,0,grey
10940529,0,grey
10845947,0,grey
10878448,0,grey
10862867,0,grey
10766588,0,grey
10784805,2046,white
10820546,0,grey
10781451,2046,white
10774440,0,grey
10812148,0,grey
10881211,0,grey
10734316,0,grey
10728954,0,grey
10934154,0,grey
10862666,0,grey
10915427,0,grey
10791474,0,grey
10701312,0,grey
10839771,0,grey
10798467,0,grey
10733430,0,grey
10895995,2046,white
10806122,0,grey
10888366,0,grey
10847806,0,grey
10889260,0,grey
10818257,0,grey
10862415,0,grey
10872808,0,grey
10801541,0,grey
10741907,2046,white
10822025,0,grey
10860934,0,grey
10825925,0,grey
10871087,0,grey
10909358,0,grey
10737532,0,grey
10757189,0,grey
10720215,0,grey
10752007,0,grey
10700238,0,grey
10850608,0,grey
10851398,0,grey
10719616,0,grey
10792076,0,grey
10708565,0,grey
10873790,2046,white
10918240,0,grey
10811651,2046,white
10751239,0,grey
10925783,0,grey
10725823,2046,white
10940669,0,grey
10860916,0,grey
10795194,0,grey
10888596,0,grey
10852474,2046,white
10888682,0,grey
10728507,0,grey
10701408,0,grey
10746955,0,grey
10851952,0,grey
10777829,0,grey
10930098,0,grey
10790804,0,grey
10714346,0,grey
10813854,0,grey
10815804,0,grey
10905668,0,grey
10921286,0,grey
10767230,0,grey
10893258,0,grey
10704198,2046,white
10920745,0,grey
10701846,0,grey
10888610,0,grey
10705987,0,grey
10701336,0,grey
10724567,2046,white
10798536,0,grey
10762887,0,grey
10700820,0,grey
10778390,0,grey
10914314,0,grey
10928761,0,grey
10817845,2046,white
10745940,0,grey
10859142,0,grey
10762021,0,grey
10795260,2046,white
10914209,2046,white
10856965,2046,white
10891352,0,grey
10906169,0,grey
10940663,0,grey
10879464,2046,white
10925158,0,grey
10803323,0,grey
10871076,0,grey
10710886,2046,white
10779598,0,grey
10896814,0,grey
10853819,0,grey
10752811,0,grey
10708154,0,grey
10881643,0,grey
10865607,0,grey
10701328,0,grey
10779091,2046,white
10889379,0,grey
10748440,0,grey
10940441,0,grey
10835942,0,grey
10860951,0,grey
10700716,0,grey
10824884,2046,white
10930614,0,grey
10829881,0,grey
10800237,0,grey
10766437,2046,white
10812158,2046,white
10891780,0,grey
10755129,0,grey
10928452,0,grey
10843357,2046,white
10820666,0,grey
10930618,0,grey
10796149,0,grey
10776739,0,grey
10826859,0,grey
10892939,2046,white
10856386,0,grey
10716078,0,grey
10819990,0,grey
10731428,0,grey
10848027,0,grey
10807071,2046,white
10724464,2046,white
10930411,0,grey
10700264,0,grey
10832551,0,grey
10778438,0,grey
10720891,0,grey
10830038,2046,white
10940673,0,grey
10855668,0,grey
10702689,2046,white
10722509,0,grey
10863469,0,grey
10813643,0,grey
10878965,0,grey
10825743,0,grey
10936365,0,grey
10834373,0,grey
10735974,0,grey
10823548,2046,white
10911944,0,grey
10864730,0,grey
10746783,2046,white
10702163,0,grey
10899566,0,grey
10871043,0,grey
10917905,2046,white
10737205,0,grey
10793965,0,grey
10863886,0,grey
10714743,0,grey
10843424,0,grey
10812152,0,grey
10931308,0,grey
10757599,0,grey
10903376,0,grey
10940564,0,grey
10700525,0,grey
10768588,2046,white
10726726,2046,white
10826846,0,grey
10831135,0,grey
10919328,0,grey
10782144,2046,white
10810144,0,grey
10861226,0,grey
10880381,0,grey
10775731,2046,white
10762983,2046,white
10756721,0,grey
10896549,0,grey
10775429,0,grey
10827138,0,grey
10860765,0,grey
10753602,0,grey
10934056,0,grey
10709825,0,grey
10913186,2046,white
10919912,0,grey
10709799,0,grey
10719411,2046,white
10889716,0,grey
10810985,2046,white
10794345,0,grey
10851219,0,grey
10853816,0,grey
10755533,0,grey
10887320,0,grey
10911882,0,grey
10714413,0,grey
10876103,0,grey
10885892,0,grey
10734975,2046,white
10814331,0,grey
10796220,0,grey
10869310,0,grey
10867725,0,grey
10889684,2046,white
10812150,0,grey
10754931,0,grey
10726679,0,grey
10798505,0,grey
10897186,0,grey
10885251,0,grey
10849943,0,grey
10746583,0,grey
10827182,0,grey
10867516,0,grey
10790542,0,grey
10864276,0,grey
10849646,0,grey
10940681,0,grey
10753921,0,grey
10767921,0,grey
10734882,0,grey
10782758,0,grey
10910195,0,grey
10898140,2046,white
10757615,0,grey
10905233,0,grey
10863950,2046,white
10765491,0,grey
10834241,0,grey
10807386,0,grey
10930620,0,grey
10889675,0,grey
10794394,0,grey
10884577,0,grey
10873366,0,grey
10845587,0,grey
10808922,0,grey
10841281,2046,white
10749070,0,grey
10700075,0,grey
10829378,0,grey
10704996,0,grey
10873322,2046,white
10917236,0,grey
10732534,0,grey
10792187,0,grey
10702660,0,grey
10769310,0,grey
10700913,0,grey
10925936,0,grey
10799558,0,grey
10869303,0,grey
10788079,0,grey
10756521,0,grey
10889766,0,grey
10831150,0,grey
10828516,2046,white
10750878,0,grey
10748336,0,grey
10888460,0,grey
10712829,0,grey
10803664,0,grey
10889522,0,grey
10914616,0,grey
10934445,0,grey
10872153,0,grey
10839168,0,grey
10937521,2046,white
10847854,0,grey
10811278,0,grey
10887943,0,grey
10887945,0,grey
10919637,0,grey
10923215,0,grey
10814528,0,grey
10779811,0,grey
10719501,0,grey
10819322,2046,white
10753198,0,grey
10809328,0,grey
10912086,0,grey
10830972,0,grey
10769538,0,grey
10834022,0,grey
10839413,2046,white
10856712,0,grey
10806640,0,grey
10785724,0,grey
10875245,0,grey
10928821,0,grey
10763531,0,grey
10847260,0,grey
10867099,2046,white
10892950,0,grey
10905974,0,grey
10783880,2046,white
10742690,0,grey
10798492,0,grey
10739167,0,grey
10926651,0,grey
10896547,0,grey
10715990,0,grey
10883540,0,grey
10806677,2046,white
10861395,0,grey
10767763,0,grey
10891765,0,grey
10866030,0,grey
10818698,0,grey
10701554,0,grey
10781496,0,grey
10916125,0,grey
10817938,2046,white
10714450,0,grey
10771649,0,grey
10729314,0,grey
10911035,0,grey
10852160,0,grey
10759427,0,grey
10700045,0,grey
10842384,0,grey
10936827,0,grey
10895069,0,grey
10809278,0,grey
10809770,0,grey
10822481,0,grey
10789594,0,grey
10923052,0,grey
10727846,2046,white
10825869,0,grey
10817552,0,grey
10760824,2046,white
10733417,0,grey
10752268,0,grey
10739357,0,grey
10867882,0,grey
10932795,0,grey
10926698,0,grey
10711715,0,grey
10752807,2046,white
10803394,0,grey
10908133,0,grey
10764872,0,grey
10856050,0,grey
10862834,0,grey
10911797,2046,white
10823609,2046,white
10916961,0,grey
10872336,0,grey
10837319,0,grey
10795444,2046,white
10940616,2046,white
10703951,0,grey
10797660,0,grey
10772950,2046,white
10862505,0,grey
10802567,0,grey
10787820,0,grey
10934689,2046,white
10927699,0,grey
10902506,0,grey
10799736,0,grey
10701479,0,grey
10930675,0,grey
10888602,0,grey
10902885,0,grey
10911976,0,grey
10923670,0,grey
10701242,0,grey
10758134,0,grey
10811571,0,grey
10901823,2046,white
10784389,2046,white
10853453,2046,white
10877984,0,grey
10900358,0,grey
10805335,0,grey
10771655,0,grey
10705618,0,grey
10867102,0,grey
10890532,2046,white
10737019,0,grey
10940559,0,grey
10833629,0,grey
10873838,0,grey
10831308,0,grey
10732058,2046,white
10940652,0,grey
10770920,0,grey
10795548,0,grey
10796858,2046,white
10828575,0,grey
10742575,0,grey
10828316,2046,white
10805882,0,grey
10825582,0,grey
10857546,0,grey
10890936,2046,white
10700960,0,grey
10727398,0,grey
10837003,0,grey
10729610,0,grey
10805571,0,grey
10861997,0,grey
10705485,0,grey
10899430,0,grey
10706705,0,grey
10816675,0,grey
10811041,0,grey
10701014,0,grey
10700588,0,grey
10759089,0,grey
10806492,0,grey
10706563,2046,white
10915437,0,grey
10922096,0,grey
10754116,0,grey
10767812,0,grey
10841287,2046,white
10813992,0,grey
10910490,0,grey
10816791,0,grey
10786228,0,grey
10775862,0,grey
10815888,0,grey
10839790,0,grey
10940447,0,grey
10907082,0,grey
10825686,2046,white
10913835,0,grey
10887615,0,grey
10798420,0,grey
10700571,0,grey
10720474,0,grey
10915946,0,grey
10727082,0,grey
10855416,0,grey
10940626,0,grey
10811226,2046,white
10756617,2046,white
10810867,0,grey
10700183,0,grey
10924876,0,grey
10721684,0,grey
10859108,0,grey
10733676,0,grey
10834602,0,grey
10717233,0,grey
10701968,0,grey
10895990,0,grey
10741302,2046,white
10785116,0,grey
10712317,0,grey
10869659,0,grey
10801929,0,grey
10802712,0,grey
10770337,0,grey
10888110,0,grey
10701066,0,grey
10702405,0,grey
10703479,0,grey
10821415,0,grey
10930555,0,grey
10900592,0,grey
10872252,0,grey
10741239,0,grey
10736288,0,grey
10822408,0,grey
10828364,0,grey
10726112,0,grey
10781473,0,grey
10907542,0,grey
10845829,0,grey
10802422,2046,white
10853750,0,grey
10778605,0,grey
10893366,0,grey
10816700,0,grey
10803049,0,grey
10742507,0,grey
10823508,0,grey
10830554,0,grey
10850257,2046,white
10714006,0,grey
10700340,0,grey
10824339,0,grey
10725164,0,grey
10771978,0,grey
10715889,0,grey
10939444,0,grey
10859392,0,grey
10824680,0,grey
10805794,0,grey
10883305,0,grey
10812922,0,grey
10836849,0,grey
10821741,0,grey
10764842,0,grey
10882761,0,grey
10776699,0,grey
10918501,0,grey
10829209,0,grey
10798438,0,grey
10735105,0,grey
10921190,0,grey
10778572,0,grey
10921772,0,grey
10734987,2046,white
10721700,0,grey
10825796,0,grey
10910338,0,grey
10793495,2046,white
10802601,0,grey
10930243,0,grey
10880047,0,grey
10749742,0,grey
10839868,0,grey
10848281,0,grey
10808620,0,grey
10825179,0,grey
10702592,0,grey
10904653,0,grey
10812127,0,grey
10755027,0,grey
10798728,0,grey
10741680,0,grey
10863512,0,grey
10731668,0,grey
10843838,0,grey
10895027,0,grey
10803843,0,grey
10894234,0,grey
10723156,0,grey
10782454,0,grey
10920967,0,grey
10919354,0,grey
10872096,0,grey
10881570,0,grey
10725947,2046,white
10890494,0,grey
10810334,0,grey
10809880,0,grey
10822175,0,grey
10903583,0,grey
10751636,0,grey
10933042,0,grey
10912305,2046,white
10843448,0,grey
10898444,2046,white
10847980,2046,white
10738744,0,grey
10797766,0,grey
10838282,0,grey
10924172,0,grey
10855785,0,grey
10795189,0,grey
10802970,0,grey
10877943,0,grey
10700866,2046,white
10841339,0,grey
10780396,0,grey
10726404,0,grey
10780187,0,grey
10867797,0,grey
10885808,0,grey
10903936,0,grey
10939516,0,grey
10702049,0,grey
10918089,2046,white
10829649,0,grey
10728425,0,grey
10857310,0,grey
10843735,2046,white
10785826,0,grey
10894268,0,grey
10918270,0,grey
10706836,0,grey
10850175,0,grey
10868125,0,grey
10808096,0,grey
10912088,2046,white
10819434,0,grey
10715546,0,grey
10726408,0,grey
10894993,0,grey
10881955,0,grey
10888838,0,grey
10918945,0,grey
10862338,0,grey
10775499,0,grey
10771475,0,grey
10913023,2046,white
10705213,2046,white
10877130,2046,white
10769894,2046,white
10817046,0,grey
10712706,0,grey
10767565,0,grey
10774045,2046,white
10713844,0,grey
10788348,0,grey
10822837,0,grey
10884772,2046,white
10745387,2046,white
10782984,2046,white
10791288,0,grey
10816487,0,grey
10726151,2046,white
10700937,0,grey
10887445,0,grey
10798463,0,grey
10856559,0,grey
10926851,0,grey
10778859,0,grey
10817274,0,grey
10812587,0,grey
10816605,0,grey
10850219,0,grey
10814561,0,grey
10909080,0,grey
10813355,0,grey
10701261,2046,white
10861817,0,grey
10726457,0,grey
10865715,0,grey
10932078,0,grey
10831567,0,grey
10720520,0,grey
10929396,0,grey
10843938,0,grey
10824268,0,grey
10810536,0,grey
10704312,2046,white
10923857,2046,white
10769830,0,grey
10798436,2046,white
10901166,0,grey
10898291,0,grey
10822644,2046,white
10806436,0,grey
10723114,0,grey
10803728,0,grey
10822184,0,grey
10923606,0,grey
10809993,0,grey
10771465,0,grey
10735959,0,grey
10801071,0,grey
10905675,0,grey
10878572,0,grey
10700231,0,grey
10871771,0,grey
10738451,0,grey
10853171,0,grey
10741244,2046,white
10787281,0,grey
10870316,0,grey
10762590,0,grey
10722903,0,grey
10707151,0,grey
10906608,0,grey
10913487,0,grey
10742414,0,grey
10715149,0,grey
10832772,0,grey
10765040,0,grey
10777711,0,grey
10882730,0,grey
10737194,0,grey
10737201,0,grey
10737203,0,grey
10830743,0,grey
10814961,0,grey
10830291,0,grey
10749372,0,grey
10794935,0,grey
10831957,0,grey
10705631,0,grey
10938422,2046,white
10707995,0,grey
10831816,2046,white
10718803,2046,white
10859003,0,grey
10806416,0,grey
10701296,0,grey
10786710,0,grey
10897621,0,grey
10854108,0,grey
10856914,0,grey
10801650,0,grey
10787731,0,grey
10791202,0,grey
10791204,0,grey
10813117,0,grey
10813124,0,grey
10736163,0,grey
10814630,0,grey
10717019,2046,white
10762224,0,grey
10795952,0,grey
10757862,0,grey
10910936,0,grey
10908089,0,grey
10863724,0,grey
10740703,0,grey
10844202,0,grey
10889177,0,grey
10878674,0,grey
10796923,2046,white
10881293,0,grey
10811898,0,grey
10754214,0,grey
10734970,0,grey
10838354,0,grey
10844339,0,grey
10856302,0,grey
10743318,0,grey
10792955,0,grey
10919716,0,grey
10905716,0,grey
10917707,0,grey
10815425,0,grey
10863215,0,grey
10757786,0,grey
10754218,0,grey
10872003,0,grey
10769908,2046,white
10808107,0,grey
10926658,0,grey
10841327,0,grey
10823049,0,grey
10873325,0,grey
10720965,2046,white
10700003,0,grey
10889074,0,grey
10719549,2046,white
10713857,0,grey
10909780,0,grey
10702352,0,grey
10784454,0,grey
10786945,0,grey
10809266,0,grey
10799017,0,grey
10810727,0,grey
10742601,0,grey
10741408,2046,white
10911510,0,grey
10844268,0,grey
10895359,0,grey
10798194,0,grey
10898359,2046,white
10785545,0,grey
10799229,0,grey
10901999,0,grey
10920820,0,grey
10856724,0,grey
10829713,0,grey
10784679,0,grey
10730833,0,grey
10704916,0,grey
10748382,0,grey
10822489,0,grey
10869050,0,grey
10886031,0,grey
10811531,0,grey
10708591,0,grey
10907952,0,grey
10839144,0,grey
10844183,0,grey
10906882,0,grey
10925291,0,grey
10874126,0,grey
10800924,0,grey
10886387,2046,white
10905732,0,grey
10702224,0,grey
10771406,0,grey
10765994,2046,white
10710236,0,grey
10882777,0,grey
10815527,0,grey
10819116,0,grey
10723413,2046,white
10780289,0,grey
10913340,0,grey
10930608,0,grey
10808041,0,grey
10797256,2046,white
10929128,0,grey
10719922,0,grey
10905040,0,grey
10771957,0,grey
10721585,2046,white
10778543,2046,white
10768301,0,grey
10749495,0,grey
10820693,0,grey
10894767,0,grey
10857610,0,grey
10727329,0,grey
10738038,0,grey
10815315,0,grey
10898335,0,grey
10896040,0,grey
10856436,0,grey
10875578,0,grey
10775769,0,grey
10832555,0,grey
10826451,0,grey
10813107,0,grey
10913010,0,grey
10866819,0,grey
10854199,0,grey
10820008,0,grey
10753444,0,grey
10940680,0,grey
10814286,0,grey
10905721,0,grey
10800140,0,grey
10842052,0,grey
10889961,0,grey
10824513,2046,white
10933507,0,grey
10918276,0,grey
10894523,0,grey
10750310,0,grey
10919830,0,grey
10917703,0,grey
10700680,0,grey
10774274,0,grey
10915885,0,grey
10826039,0,grey
10781280,0,grey
10762085,0,grey
10905625,0,grey
10878732,0,grey
10903725,0,grey
10727349,0,grey
10790954,2046,white
10713045,0,grey
10774766,0,grey
10753257,0,grey
10923576,0,grey
10792775,0,grey
10823803,0,grey
10882978,0,grey
10810410,0,grey
10817222,0,grey
10782704,0,grey
10845114,0,grey
10766521,0,grey
10885740,0,grey
10906926,0,grey
10821924,0,grey
10778555,2046,white
10771224,0,grey
10754642,0,grey
10829163,0,grey
10940575,0,grey
10919681,0,grey
10827450,0,grey
10735483,0,grey
10747330,0,grey
10822938,0,grey
10841484,0,grey
10938830,0,grey
10876224,0,grey
10720299,0,grey
10897912,0,grey
10803315,0,grey
10897041,0,grey
10755323,0,grey
10879662,0,grey
10826607,0,grey
10720135,2046,white
10793675,0,grey
10741486,0,grey
10812560,0,grey
10700014,0,grey
10731168,0,grey
10921120,0,grey
10939233,0,grey
10908460,2046,white
10749663,0,grey
10867049,0,grey
10749484,0,grey
10917116,0,grey
10939744,0,grey
10700818,0,grey
10890243,0,grey
10715575,0,grey
10736057,2046,white
10705411,0,grey
10821067,0,grey
10790698,0,grey
10714456,0,grey
10803141,2046,white
10866486,0,grey
10866503,0,grey
10838117,0,grey
10897415,0,grey
10888692,0,grey
10740649,0,grey
10814703,0,grey
10925695,0,grey
10882697,0,grey
10751161,0,grey
10940458,0,grey
10715211,0,grey
10724785,0,grey
10885045,0,grey
10837201,0,grey
10824070,0,grey
10700720,0,grey
10940548,0,grey
10742712,0,grey
10829437,0,grey
10724947,0,grey
10865855,0,grey
10808440,0,grey
10873567,2046,white
10790948,0,grey
10879467,0,grey
10896793,0,grey
10842667,0,grey
10760954,2046,white
10758020,0,grey
10794168,2046,white
10862561,0,grey
10736917,2046,white
10747918,2046,white
10870481,0,grey
10759989,0,grey
10727812,0,grey
10763324,0,grey
10876434,2046,white
10731444,0,grey
10739215,0,grey
10842811,0,grey
10729590,0,grey
10749762,0,grey
10935255,0,grey
10700690,0,grey
10909567,0,grey
10754871,0,grey
10831148,0,grey
10859590,0,grey
10815284,0,grey
10779485,0,grey
10915555,0,grey
10934118,0,grey
10739593,0,grey
10742868,0,grey
10904578,0,grey
10758830,0,grey
10803851,0,grey
10742386,0,grey
10911576,2046,white
10721849,0,grey
10808601,0,grey
10918258,0,grey
10940444,0,grey
10763889,0,grey
10733310,0,grey
10871081,0,grey
10781638,2046,white
10719983,2046,white
10821820,2046,white
10882571,0,grey
10730131,0,grey
10873258,0,grey
10729507,0,grey
10899793,0,grey
10831595,0,grey
10924151,2046,white
10895083,0,grey
10798442,0,grey
10777034,0,grey
10868134,0,grey
10803281,0,grey
10839229,2046,white
10790096,0,grey
10700258,0,grey
10733397,0,grey
10940068,2046,white
10861662,0,grey
10927826,0,grey
10831267,2046,white
10772330,0,grey
10915837,0,grey
10922895,0,grey
10748347,0,grey
10745933,0,grey
10836956,0,grey
10825151,0,grey
10808290,0,grey
10702293,0,grey
10846821,0,grey
10871250,0,grey
10776976,0,grey
10701500,0,grey
10851502,0,grey
10926029,0,grey
10812015,0,grey
10740396,0,grey
10732712,0,grey
10737047,0,grey
10773613,0,grey
10922572,0,grey
10892035,0,grey
10797013,0,grey
10932228,0,grey
10741851,0,grey
10872940,0,grey
10701517,0,grey
10813119,0,grey
10700782,0,grey
10754943,0,grey
10882543,0,grey
10762378,0,grey
10729502,0,grey
10805851,0,grey
10717855,0,grey
10870762,0,grey
10844606,0,grey
10888612,0,grey
10736647,0,grey
10853676,2046,white
10833811,0,grey
10735429,0,grey
10732257,0,grey
10822665,0,grey
10846710,0,grey
10796027,2046,white
10725893,0,grey
10861140,0,grey
10822904,0,grey
10815636,0,grey
10711686,0,grey
10832920,0,grey
10788238,0,grey
10901960,2046,white
10782314,0,grey
10940472,0,grey
10800991,0,grey
10723896,0,grey
10730452,0,grey
10748962,2046,white
10755279,0,grey
10772699,0,grey
10708095,0,grey
10725039,0,grey
10892305,0,grey
10818090,0,grey
10860548,0,grey
10808065,0,grey
10768739,0,grey
10914937,0,grey
10889308,0,grey
10749630,2046,white
10877755,0,grey
10714818,0,grey
10861905,0,grey
10898158,0,grey
10910752,0,grey
10928229,2046,white
10719088,2046,white
10809216,0,grey
10744119,0,grey
10770543,0,grey
10740952,0,grey
10801606,0,grey
10905917,0,grey
10854494,0,grey
10717935,0,grey
10875988,0,grey
10923208,0,grey
10940271,0,grey
10771622,0,grey
10823613,0,grey
10892835,0,grey
10940686,0,grey
10751671,0,grey
10806129,2046,white
10762057,0,grey
10761718,0,grey
10744348,0,grey
10867173,0,grey
10768834,0,grey
10888872,2046,white
10805225,0,grey
10821959,0,grey
10750320,0,grey
10906533,0,grey
10774141,0,grey
10819994,0,grey
10821276,0,grey
10731980,0,grey
10810286,2046,white
10899951,0,grey
10855185,0,grey
10849228,2046,white
10794691,2046,white
10820754,0,grey
10819232,0,grey
10933333,0,grey
10836815,2046,white
10929243,2046,white
10911042,0,grey
10778236,2046,white
10795679,0,grey
10803947,0,grey
10734198,0,grey
10887821,0,grey
10703400,0,grey
10846255,0,grey
10700681,0,grey
10725279,0,grey
10789997,0,grey
10892265,0,grey
10766512,0,grey
10841637,0,grey
10813152,0,grey
10791822,0,grey
10823783,0,grey
10812954,0,grey
10792811,0,grey
10912255,0,grey
10779456,0,grey
10829191,0,grey
10860546,0,grey
10765740,0,grey
10853665,0,grey
10781441,0,grey
10908037,0,grey
10921131,2046,white
10808426,0,grey
10790585,0,grey
10818108,0,grey
10927122,2046,white
10819672,0,grey
10899303,0,grey
10900511,0,grey
10903082,0,grey
10749869,0,grey
10818920,0,grey
10880583,0,grey
10707299,0,grey
10700938,0,grey
10821446,0,grey
10718324,0,grey
10875954,0,grey
10820047,0,grey
10700320,0,grey
10880539,0,grey
10897590,0,grey
10708015,0,grey
10753771,0,grey
10720859,2046,white
10769825,0,grey
10796043,2046,white
10934024,0,grey
10822852,0,grey
10700969,0,grey
10919928,0,grey
10718591,0,grey
10793456,0,grey
10701605,0,grey
10908102,0,grey
10776800,0,grey
10764661,0,grey
10792999,0,grey
10937174,0,grey
10743343,2046,white
10758555,0,grey
10907198,0,grey
10764497,0,grey
10843893,0,grey
10890650,0,grey
10932279,0,grey
10813670,2046,white
10924653,0,grey
10716335,2046,white
10867528,0,grey
10925324,0,grey
10914935,0,grey
10890886,0,grey
10927230,0,grey
10700880,0,grey
10814119,0,grey
10872692,0,grey
10737866,0,grey
10738480,0,grey
10933809,0,grey
10884804,0,grey
10900651,0,grey
10740381,0,grey
10821914,0,grey
10806210,0,grey
10904358,0,grey
10829265,0,grey
10770728,2046,white
10907211,0,grey
10791522,0,grey
10857984,0,grey
10735897,0,grey
10907243,0,grey
10922933,0,grey
10826474,0,grey
10843308,0,grey
10898179,0,grey
10791401,0,grey
10869661,2046,white
10802591,2046,white
10700027,0,grey
10730869,0,grey
10789143,2046,white
10802579,0,grey
10775501,2046,white
10894730,0,grey
10892962,0,grey
10808896,2046,white
10832197,0,grey
10928636,0,grey
10711881,0,grey
10701092,0,grey
10774782,0,grey
10751698,0,grey
10927041,0,grey
10874152,0,grey
10933755,0,grey
10890164,0,grey
10792061,0,grey
10911296,0,grey
10812162,0,grey
10749330,0,grey
10841602,0,grey
10787520,0,grey
10807131,0,grey
10868359,0,grey
10915538,0,grey
10730098,0,grey
10888608,0,grey
10747592,0,grey
10854446,0,grey
10929491,0,grey
10901904,0,grey
10731686,0,grey
10917087,0,grey
10850988,0,grey
10714417,2046,white
10832224,2046,white
10720430,0,grey
10722589,0,grey
10931543,0,grey
10901039,0,grey
10940477,0,grey
10841294,0,grey
10788031,0,grey
10806016,0,grey
10718510,2046,white
10855062,0,grey
10740271,2046,white
10714338,0,grey
10902630,0,grey
10916920,0,grey
10708407,2046,white
10802114,0,grey
10872234,0,grey
10724524,2046,white
10883335,0,grey
10852270,0,grey
10700005,0,grey
10885560,0,grey
10718552,0,grey
10918718,0,grey
10826249,0,grey
10940648,0,grey
10739986,0,grey
10769422,0,grey
10719294,0,grey
10844235,0,grey
10826559,0,grey
10700400,0,grey
10890734,0,grey
10732068,0,grey
10851134,0,grey
10851839,0,grey
10737422,0,grey
10707790,0,grey
10739984,0,grey
10814268,0,grey
10858487,0,grey
10751018,0,grey
10937556,0,grey
10874166,0,grey
10887506,2046,white
10820795,0,grey
10792049,2046,white
10935555,0,grey
10712955,0,grey
10936853,0,grey
10702367,0,grey
10732803,0,grey
10903223,0,grey
10875680,0,grey
10795174,0,grey
10837366,0,grey
10919494,0,grey
10709775,0,grey
10754611,0,grey
10794829,0,grey
10912990,0,grey
10826866,0,grey
10802040,0,grey
10789281,0,grey
10826403,0,grey
10709575,0,grey
10828077,0,grey
10937464,0,grey
10750025,0,grey
10916016,0,grey
10882890,0,grey
10798850,0,grey
10722431,0,grey
10878034,0,grey
10881167,0,grey
10796050,0,grey
10783393,0,grey
10783521,0,grey
10710006,0,grey
10760738,0,grey
10717941,0,grey
10855535,0,grey
10725701,0,grey
10779832,0,grey
10709116,0,grey
10789740,0,grey
10827400,2046,white
10850668,0,grey
10747979,0,grey
10884765,0,grey
10821822,0,grey
10769797,0,grey
10750406,0,grey
10780077,0,grey
10783368,0,grey
10871494,2046,white
10838312,0,grey
10720847,0,grey
10858714,0,grey
10788559,0,grey
10823955,0,grey
10907297,0,grey
10908319,0,grey
10832865,0,grey
10845635,2046,white
10766797,0,grey
10701121,0,grey
10865981,0,grey
10730383,2046,white
10819975,0,grey
10862361,0,grey
10776597,0,grey
10912908,0,grey
10775309,0,grey
10881461,0,grey
10745145,0,grey
10858827,2046,white
10817444,2046,white
10936582,0,grey
10797161,0,grey
10747836,0,grey
10752352,0,grey
10773340,0,grey
10812943,0,grey
10776968,2046,white
10813894,0,grey
10816688,0,grey
10873706,0,grey
10804391,0,grey
10930616,0,grey
10869204,0,grey
10753425,0,grey
10700847,0,grey
10908482,2046,white
10828827,0,grey
10936013,0,grey
10934696,0,grey
10880575,0,grey
10715962,0,grey
10919414,0,grey
10778386,0,grey
10895932,0,grey
10874923,0,grey
10855449,0,grey
10861968,0,grey
10932475,0,grey
10828088,0,grey
10923237,0,grey
10718296,0,grey
10931154,0,grey
10917518,0,grey
10932648,2046,white
10722529,0,grey
10746602,0,grey
10922735,0,grey
10756077,0,grey
10919996,0,grey
10810551,0,grey
10903545,0,grey
10783241,0,grey
10740171,0,grey
10783439,0,grey
10798199,0,grey
10774171,0,grey
10918272,0,grey
