"ProbeID","GeneSymbol","logFC","P.Value","adj.P.Val"
"10826238","Slc30a7",106.61345,0.0217754325374152,0.100824464094751
"10818317","Psma5",111.8863,0.0217799739820463,0.100824464094751
"10793280","Ice1",47.8423,0.0217866601843935,0.100824464094751
"10778482","Fignl1",22.338007,0.0217876648808846,0.100824464094751
"10829703","Tfam",33.60115,0.0217993250534842,0.100862445694091
"10812146","Rpl17",1259.748,0.0218028116549557,0.10086260327599
"10733531","Kif3a",15.112135,0.0218169679136152,0.1008863188048
"10854446","Cald1",220.3301,0.0218182981518699,0.1008863188048
"10732714","Rpl29",489.3375,0.0218287712511291,0.100918772484647
"10713823",NA,10.645363,0.0218376643190272,0.100943912249377
"10792751","Tfdp1",203.5818,0.0218451516956293,0.100962547324176
"10889064","Selenoi",181.88515,0.0218523754803803,0.100979958444136
"10741612","Wdr90",46.093345,0.0218669627098667,0.101015409330494
"10703128","Snrpd3",186.55245,0.021894184621779,0.101125171468878
"10795668",NA,79.0340500000001,0.0219100839547622,0.101160564066408
"10859774","Resf1",128.4743,0.0219262862750424,0.101209437073643
"10869331","Bspry",182.26295,0.0219336011945636,0.10122720778799
"10872601","Tmem222",22.6345,0.0219393994162005,0.101237974181785
"10924248","Arpc2",696.904500000001,0.0219676830893164,0.101323942057445
"10802513","Gapdh",779.1275,0.0219692285817045,0.101323942057445
"10703424",NA,21.813805,0.0219719029552241,0.101323942057445
"10785565","Dis3",94.48645,0.0219776828894274,0.101334600368013
"10736702","Ccl7",50.240746,0.0219961068766209,0.101401076887001
"10722000",NA,9.76441000000001,0.0219990424217776,0.101401076887001
"10753206",NA,169.80395,0.0220294669302407,0.101525295298951
"10911947","Ttk",51.9736,0.0220613672965356,0.101622601470089
"10702196",NA,873.7225,0.0220644951435879,0.101622601470089
"10837621","Cpne8",92.1505800000001,0.0220814481786066,0.101652604331833
"10765195","Selp",112.119782,0.022093935868005,0.101687358835421
"10892274","Bag5",29.13165,0.0220959592622459,0.101687358835421
"10888388",NA,38.82442,0.0221123455976281,0.101730718785686
"10706246","Cdc42se2-ps1",27.6210000000001,0.0221371275403135,0.101812664351813
"10913590","Map4",26.906805,0.0221914915803408,0.102010953557038
"10887516","Cep170b",171.72935,0.0221976746596503,0.102010953557038
"10800726","Map3k2",149.76255,0.0221977008202263,0.102010953557038
"10823595","Kpna4",172.94125,0.0222318059576695,0.102122105493873
"10754176","Cd80",16.87717,0.0222388197812921,0.102122295332417
"10805724","Cmtm2a",16.77976,0.0222478280384344,0.102122295332417
"10770439",NA,40.11201,0.0222517520521524,0.102122295332417
"10875957",NA,15.30651,0.0222533898845131,0.102122295332417
"10831898","Tcp11",28.768585,0.0222581190731107,0.102127955175413
"10784199","Micu2",104.89165,0.0222887708018352,0.102252536150254
"10727537","Grk2",101.07395,0.0223007215804956,0.102291298516659
"10700925",NA,51.49899,0.0223074474050928,0.102306086105554
"10735771","Olr1520",34.54,0.0223331499555311,0.102407886171854
"10764837","Tor1aip2",84.2509000000001,0.0223451072956067,0.102438370832661
"10761128","Hspb1",1472.196,0.0223468110261022,0.102438370832661
"10857310","Lsm3",278.3602,0.0223765020029112,0.102513494372951
"10877860","Psip1",123.1457,0.0223829427191578,0.102523563593207
"10772805",NA,31.69135,0.0224064239949544,0.102598945233322
"10924245","Cxcr2",37.286706,0.0224414691132878,0.102743312752796
"10826576",NA,18.91112,0.0224492234053757,0.102762709583931
"10884926","Lrr1",27.81176,0.0224552168718355,0.102765825974147
"10745850","Brip1",86.51716,0.02245693958441,0.102765825974147
"10769441","Firrm",42.447665,0.0224664016307082,0.102793023843306
"10812158","Rpl7a",343.20805,0.0224756850509274,0.102819396034731
"10782771","Galnt12",17.01483,0.0225150089068669,0.102934815368578
"10885251","Hif1a",326.58,0.0225409469672942,0.103021155303901
"10940502",NA,25.021035,0.0225522606394662,0.103056740547687
"10892050","Syne3",30.8727,0.0225676138268917,0.103094647433747
"10908037","Sesn3",229.05755,0.0225799704263532,0.103133116728283
"10939437","Bex1",48.92246,0.0226069242408493,0.103199864938346
"10886994",NA,52.041825,0.022609139076057,0.103199864938346
"10761245",NA,57.43525,0.0226163475085403,0.103199864938346
"10811287","Cdyl2",30.561865,0.0226189065242771,0.103199864938346
"10759752","Rfc3",88.381715,0.022629579551128,0.103232438633144
"10775532","Mrps18c",79.1111500000001,0.0226580893817929,0.10334635803274
"10860076","Nos3",88.602445,0.022682569047383,0.103430978711835
"10805967","Ccdc102a",20.619675,0.0226837228933637,0.103430978711835
"10906479","Prickle1",39.33336,0.0226953740602697,0.103451811171278
"10824123","Kirrel1",121.35865,0.0227167420576672,0.103533058108064
"10924805","Sp140",48.01316,0.0227366570082975,0.103607658374732
"10814630","Slc2a2",265.91665,0.0227736326855502,0.10373922822778
"10794969","Rpl29",704.487,0.0227831146983469,0.10373922822778
"10829196","Rrp1",78.91485,0.0227832850109344,0.10373922822778
"10917969","Arih1",126.6562,0.0227902328239984,0.103754692491864
"10739814",NA,9.529494,0.022809222974782,0.103808792644537
"10775080","Dr1",58.1702000000001,0.0228279634750476,0.103868087233453
"10792436","Dkk4",18.758705,0.0228293622279044,0.103868087233453
"10770541","Gapdh",944.784500000001,0.0228468386394265,0.103931414514514
"10796134","Rbm17",119.90395,0.0228647603394465,0.103964374872621
"10795295","hist1h2ail2",126.680355,0.0228806404524606,0.10400420572245
"10795267","Prss16",10.305978,0.022896983424254,0.104046115065509
"10905817","Gapdh",923.770500000001,0.0229065800186262,0.104053536135598
"10725556","Nsmce1",85.2999000000002,0.0229112826011828,0.104053536135598
"10800392","Dsg3",8.792017,0.0229152032958656,0.104053536135598
"10804781",NA,23.781815,0.0229199871648037,0.104053536135598
"10798459","H2bc3",191.76957,0.0229527900897847,0.10417789901405
"10936755","Ddx3x",156.1929,0.0229545127662574,0.10417789901405
"10934056","Msn",330.1305,0.0229607641466957,0.104178048514251
"10929713","Hjurp",66.396043,0.0229638311363468,0.104178048514251
"10794168","Nop16",244.7713,0.0229728565274804,0.104196402824687
"10899566","Prr13",336.1686,0.0229826304453996,0.104223452860316
"10832273","Krtap10-10l1",33.25325,0.0229932366705077,0.104224114211359
"10918374","Rab8b",137.8257,0.0230043284985506,0.104244072895382
"10927803",NA,55.91769,0.0230163084185055,0.104247819246236
"10872478","Snrnp40",156.91645,0.0230401639596723,0.104303046877802
"10880251","Gpn2",46.8872000000001,0.0230427830680267,0.104303046877802
"10781496","Lcp1",310.47575,0.0230998750560135,0.104512892966761
"10842465","Snai1",32.880905,0.0231123223434961,0.104553017179141
"10937802",NA,31.76632,0.0231334011926997,0.104615972514478
"10914025","Osbpl10",46.77463,0.023151369491022,0.10466071355624
"10896222",NA,78.2266,0.0231567979465901,0.10466071355624
"10701305",NA,9.989935,0.0231715021267762,0.10466071355624
"10810045","Farsa",85.61365,0.023171853044747,0.10466071355624
"10735731","Or1e21",11.74762,0.0231745065758935,0.10466071355624
"10730242",NA,20.321415,0.0231751340341955,0.10466071355624
"10746534","Nxph3",11.199975,0.0231812102395878,0.104668800462597
"10887056","Mir323",9.18067000000001,0.0231844940026517,0.104668800462597
"10828737","Rpl10a",783.1925,0.0232063299728558,0.104751193421973
"10846149","Rpl7a",426.4129,0.023216059961001,0.104762739527446
"10822717","Gnb4",23.8846,0.0232204383229494,0.104766314311451
"10732811","Nudcd2",32.8998,0.0232265853359199,0.104777866584862
"10791293","Naf1",23.76347,0.0232422186056936,0.104832202307663
"10934794","Isg20l2",30.966955,0.0232601862325025,0.104862429492027
"10931498","Chaf1a",101.54409,0.0232638885186752,0.104862429492027
"10838745","Knl1",83.03243,0.0232642907562207,0.104862429492027
"10864170","Trh",10.329415,0.0232712972425017,0.104862429492027
"10844353","Fpgs",80.5825500000001,0.023292544027321,0.104917059691992
"10917707","Peak1",262.3684,0.0232942048686516,0.104917059691992
"10783403",NA,18.346925,0.0232969455131769,0.104917059691992
"10816033",NA,22.106655,0.0233081994702878,0.104951562781286
"10877217","Mup4l4",21.365465,0.0233153514761321,0.104967587921671
"10905530","Rpl3",801.082,0.0233211317484757,0.104977433420642
"10765462","Sms",40.63815,0.0233323619445139,0.10501180432091
"10769887","Ptma",907.447,0.0233432206062413,0.105044492728086
"10808223","Bco1",13.91206,0.0233481545440445,0.105050513914942
"10727977","Ehbp1l1",52.11847,0.023369670862096,0.105131130977098
"10865782","Ccnd2",126.1126,0.0233816019287652,0.105168609506843
"10724464","Cavin3",338.77155,0.0233888305381614,0.105184928470112
"10890238","Rps29",748.989500000001,0.0234116828549063,0.105255294386462
"10861524","Tnpo3",100.75715,0.0234162790615422,0.105259759425126
"10752521",NA,11.727225,0.0234248479746536,0.105278682262051
"10864554",NA,20.82106,0.0234358674502678,0.105278682262051
"10862726","Rpl7a",481.7432,0.0234385072031348,0.105278682262051
"10882750","Rpl7a",481.7432,0.0234385072031348,0.105278682262051
"10747139","Krtap3-3",29.2985,0.0234457624091804,0.105278896867783
"10747141","Krtap3-3",29.2985,0.0234457624091804,0.105278896867783
"10930342","Themis3",11.4324465,0.023460331898713,0.105295765261792
"10838043","Syt13",35.60995,0.0234904180942963,0.10535284587511
"10923208","Hmgb1",232.0524,0.0234915804947443,0.10535284587511
"10936582","Uba1",209.539,0.023498959129186,0.10535284587511
"10785297","Esco2",184.061415,0.0235021173046823,0.10535284587511
"10903206","Esco2",184.061415,0.0235021173046823,0.10535284587511
"10852740","Rpl10a",787.332000000001,0.023502965314573,0.10535284587511
"10733643","Rapgef6",61.2633,0.023516319477433,0.10535284587511
"10864446","Shq1",44.872595,0.0235163246372147,0.10535284587511
"10748314","Ern1",61.61575,0.0235273140456459,0.105385917284499
"10935626",NA,21.91179,0.0235315072831481,0.105388541126765
"10940671","Slc41a3",33.339835,0.0235396589900239,0.105408889904132
"10737663","Gngt2",31.84837,0.0235563142078531,0.105467304715436
"10881424","Tnfrsf1b",46.17845,0.0235770744161311,0.105524209589231
"10818958","Zgrf1",26.169865,0.0235798603477271,0.105524209589231
"10737871","Rpl21",470.89,0.0235902279045625,0.105554436820936
"10725927","Kif22",54.81,0.023593869242522,0.105554562948091
"10875005",NA,14.684295,0.0236163718387335,0.105581510896798
"10728440","Cdca5",71.43588,0.0236178853186719,0.105581510896798
"10708466",NA,32.627235,0.0236179630899766,0.105581510896798
"10806456","C19h16orf87",126.50005,0.023689846601889,0.105810202961648
"10930595",NA,601.1597,0.0236908515633648,0.105810202961648
"10837752","Celf1",154.4866,0.0237083271916918,0.105872068263235
"10726408","Mki67",275.63441,0.0237132194877883,0.105877731028007
"10878910","Rps26",945.2105,0.0237245961724036,0.105912339942023
"10822386","Pkia",20.879655,0.0237309877171664,0.105913541629226
"10714745","Il33",728.3296,0.0237477906530477,0.105951123417553
"10824790",NA,13.02083,0.0237585330379411,0.105965346179506
"10841592","Rab5if",372.4525,0.0237618601636867,0.105965346179506
"10878272","Itgb3bp",22.09041,0.0237730952940039,0.10599390909713
"10862747",NA,23.367755,0.0237802990886214,0.10599390909713
"10843308","Arrdc1",221.1536,0.0238069212521312,0.106052973080171
"10850525","Thbd",88.3881700000001,0.0238411640551789,0.106156952706599
"10741016","Tedc2",19.39355,0.0238474585398318,0.106168798199123
"10744494","Pfn1",1086.978,0.0238537230064372,0.106173049645231
"10775873","Ereg",10.735871,0.023855682134295,0.106173049645231
"10862522","Hnrnpa2b1",149.61725,0.0238805376640126,0.106267483216522
"10726574","Tubgcp2",128.041,0.0239069843490775,0.106368967525731
"10776912","Rpl29",749.291500000001,0.0239320689796249,0.106464361682772
"10934517",NA,29.37097,0.023951223447684,0.106517132257671
"10835332",NA,17.634435,0.0239948802649381,0.106678805670355
"10794810","Rpl7a",442.4355,0.0239996320046298,0.106683695889114
"10932746","Dcx",9.432445,0.0240185291453734,0.106735216071332
"10771978","Ugt2b7",285.845155,0.0240375812617399,0.106803634825927
"10758517","Camkk2",82.80327,0.0240438976141552,0.10681545390814
"10903261",NA,16.03945,0.0240996409834207,0.107014274462632
"10725155","Ybx1-ps20",623.1745,0.0241147134258073,0.107064929790507
"10940313",NA,33.1469,0.0241273297425345,0.107066403476356
"10742016","Spdl1",59.4316,0.0241306219308031,0.107066403476356
"10822950","Ankrd50",57.00175,0.0241313238469926,0.107066403476356
"10756690",NA,33.582195,0.0241333698532143,0.107066403476356
"10820478","Tent2",174.6873,0.0241375357702291,0.10706862587177
"10936895","H2al3",12.090768,0.0242069079561368,0.107327456219545
"10902313","Glipr1",42.37466,0.0242358736936714,0.107390689229018
"10885235","Prkch",148.7605,0.0242436689861325,0.107392304780413
"10827833","RT1-T24-4",31.00851,0.0242567176623216,0.107392304780413
"10864769","Rpl32",1077.379,0.0242591831536912,0.107392304780413
"10907341","Krt80",59.15204,0.0242611541595337,0.107392304780413
"10902249","Nav3",47.22113,0.0242936137548173,0.10748645325533
"10834447","Egfl7",197.8334,0.0242986626596668,0.10748645325533
"10888398","Ppp1cb-ps7",104.61681,0.0242997209121916,0.10748645325533
"10909368","Gapdh",987.906000000001,0.0243202116000093,0.107536046871904
"10929590",NA,18.060095,0.0243346889273626,0.1075837775914
"10791618","Rwdd4",68.16025,0.0243681966829852,0.107693090370541
"10707348",NA,11.576645,0.0243747646144237,0.107693090370541
"10868871","Galnt12",56.63658,0.0243814768983839,0.107693090370541
"10924918","Ptma",926.447,0.0243993332940415,0.107755422955726
"10808547","Trappc2l",156.80065,0.0244366599653104,0.107866938519361
"10827792","RT1-O1",9.246136,0.0244534293291129,0.107896463437654
"10931196","Vav1",22.96995,0.0245009308536663,0.108046763393076
"10739225","Psmd12",130.2111,0.0245018263525572,0.108046763393076
"10895499","Tspan8",834.35005,0.0245022868309417,0.108046763393076
"10901842","Nedd1",35.58296,0.0245641761551509,0.108270646076732
"10859581","Cmas",78.70255,0.0245736205796257,0.108295934773448
"10770396","Lbr",90.13285,0.0245827756495206,0.108303605462991
"10877268","Mup4l4",11.50005,0.0245877268910147,0.108309085252428
"10940622","Kctd10",157.53215,0.0246008232199268,0.108342480549545
"10824914","Psmd4",117.5574,0.024602725267532,0.108342480549545
"10817065","S100a6",885.54499,0.0246084078435795,0.108351172078724
"10838670","Pak6",112.67057,0.0246487896036883,0.108494103808016
"10747640","Brca1",107.926105,0.0246489387799776,0.108494103808016
"10893139","Ankrd52",158.6349,0.0246557251722262,0.108494103808016
"10900201","Mfsd12",101.858,0.024699137608351,0.10865240266381
"10879039","B4galt2",64.22395,0.024704057171421,0.1086576823556
"10908160",NA,15.095055,0.0247129039473159,0.108663477230237
"10757704","Bud23",128.93785,0.0247337378435069,0.108712386327972
"10722718","Arrdc4",52.64603,0.0247351007024723,0.108712386327972
"10772512",NA,389.2915,0.0247779310854927,0.108808578826341
"10784140","Xpo4",167.78245,0.0247867834630416,0.108808578826341
"10775429","Ptpn13",327.43165,0.0248062845051394,0.108877823848129
"10770443","Capn2",394.1428,0.0248212617411941,0.108921272827151
"10789371",NA,11.920315,0.0248265813215398,0.108921272827151
"10863857","Isy1",26.262925,0.0248320674173432,0.108925528157697
"10886414","Cpsf2",53.14675,0.024905410453201,0.109198058078916
"10702955","Acat2",47.6739,0.0249127691035097,0.109213931060914
"10890164",NA,218.0046,0.0249383952100324,0.109309869117162
"10825142","H2ac20",24.819805,0.0249563149444595,0.109372004918608
"10938895","Rpl19",803.676,0.0249861540199574,0.109469931544547
"10818097","Ppm1j",12.466615,0.0250238614695249,0.10956940781935
"10899499","Espl1",28.711794,0.0250317025034183,0.109587315590418
"10760712","Dnaaf5",47.2012,0.0250444012310884,0.109626481505097
"10759447","Rn5s",388.9736,0.0250825446344515,0.109727681783598
"10759457",NA,388.9736,0.0250825446344515,0.109727681783598
"10883763","Nol10",58.131305,0.0251043650081854,0.109773824180382
"10799505","Rpl21",541.571,0.025154599043506,0.109894789360996
"10700852",NA,82.0015500000003,0.0251690548855294,0.109921935554458
"10784566","Esco2",168.90836,0.0251758633119352,0.109921935554458
"10886185","Slirp",147.0064,0.0251892926295037,0.109964135516784
"10914607","Cxcr6",9.456195,0.0252031420784416,0.109985648050097
"10862867","Gadd45a",356.438,0.0252043884345556,0.109985648050097
"10880610","Rcan3",72.4511000000001,0.0252173265618619,0.110016488941413
"10753146","Gart",134.1624,0.0252201145492106,0.110016488941413
"10856320","Polr1a",45.62386,0.0252296994066318,0.110041868985569
"10874911","Gdap1",11.29262,0.0252364320968987,0.110054803295835
"10930488","Ndc80",61.651675,0.0252966150935036,0.110196361802919
"10712633","Lto1",17.409825,0.0252990688920442,0.110196361802919
"10928848",NA,10.11467,0.0253157610686979,0.110252630271458
"10939118","Hdx",9.784464,0.0253596338255022,0.110377881790558
"10900710","Wdr18",121.5754,0.0253707565714785,0.110409843956379
"10815888","Smc4",291.3838,0.0254127250198564,0.110503170230938
"10873203","Ece1",72.5140500000001,0.0254134164639066,0.110503170230938
"10774766","Rtn4",248.5698,0.0254148969939642,0.110503170230938
"10876291","Tmsb4x",497.94475,0.0254645871485432,0.110686274208829
"10700206",NA,12.217965,0.0254791373190026,0.110732658117675
"10772784",NA,25.18627,0.025482839067746,0.110732658117675
"10809167","Katnb1",38.25488,0.025495290744414,0.110770289084966
"10887593","Mta1",152.9434,0.0255380396108497,0.110923028425715
"10935878","Zfp275",76.92959,0.0255678159732182,0.111015338444147
"10928852",NA,12.144465,0.0255821851078712,0.111032232319321
"10706474","LOC103691133",7.72078500000001,0.025591010900689,0.111037545292251
"10788437","Gnb1",757.530500000001,0.0255981455259412,0.111052008226143
"10903790","Dscc1",52.2974525,0.0256044761403922,0.111062979356409
"10909137",NA,10.930005,0.0256090561320899,0.11106635478665
"10724724","Trim66",15.803505,0.0256278489718898,0.111131361119903
"10923835","Nrp2",79.2220500000001,0.0256387583527371,0.111162167782259
"10795289","Hist1h3b",60.1864,0.0256431113350975,0.111164542891162
"10793096","Rhoa",626.337,0.0256523914144659,0.111188273409823
"10869525",NA,80.29555,0.0256603381945632,0.111206218664289
"10883903","Rrm2",449.48575,0.0256713586940393,0.111237477438099
"10859080","Clec2d",13.27709,0.0256815541368136,0.111265152388087
"10915492","Fdx2",140.9568,0.0256880080523881,0.111276611394197
"10915538","Cdc37",216.57795,0.02569724199029,0.111300107858315
"10887821",NA,227.03742,0.0257210312755892,0.111382839421525
"10700180",NA,412.17435,0.0257239685622315,0.111382839421525
"10740037",NA,93.6812500000001,0.0257410827206081,0.111423913261201
"10774890","Gpr75",12.486212,0.025770393322182,0.111517741151566
"10830155","Nus1",54.0327000000001,0.0258050466461457,0.111651160059316
"10930226",NA,12.01107,0.0258104348761961,0.111657936394668
"10891322","Irf2bpl",37.0940000000001,0.0258275409388223,0.111708576518162
"10728700","Lrrc10b",17.169994,0.0258297882652215,0.111708576518162
"10739788","Galr2",18.011475,0.0258978243322723,0.111916503331537
"10860996","Rpa3",57.99075,0.0258997274977418,0.111916503331537
"10881669",NA,37.690825,0.0259006755136115,0.111916503331537
"10724208","Rhog",66.4279000000001,0.02590085161308,0.111916503331537
"10937507",NA,10.775864,0.0259122251535965,0.111933362106557
"10920697","Cmtm7",101.9756,0.0259162477335782,0.111933362106557
"10738177","Fkbp10",94.588485,0.0259250107202777,0.111938111614276
"10935791","Hmgb3",95.44335,0.0259332610443588,0.111957187549859
"10784968","Pdlim2",27.03305,0.0259453354555091,0.111992654070159
"10898743","Muc19",12.694095,0.0259552585044509,0.111998822825815
"10701445",NA,47.08904,0.0259651932552321,0.111998822825815
"10816760","Krtcap2",150.1044,0.0259706688140973,0.111998822825815
"10807841","Cmtr2",33.620895,0.0259740677102238,0.111998822825815
"10925415",NA,19.031929,0.0259774088953146,0.111998822825815
"10734817","Rpl26",814.063,0.0260186087758961,0.112146756941655
"10871582","Ppih",98.9264,0.0260239899191673,0.112149998745914
"10733829","Sh3bp5l",43.26019,0.0260363823673133,0.112186854642875
"10913553","Cdc25a",83.0234,0.0260667161589582,0.112267882333452
"10836964",NA,33.08941,0.0260848263793489,0.112329321616495
"10759461",NA,537.4885,0.0261073853986266,0.112404025676661
"10790214","Rps24l3",19.744305,0.0261098691805922,0.112404025676661
"10913354","Col7a1",37.147376,0.0261336142533479,0.112464424459658
"10769954","Pea15",441.8787,0.0261354479926274,0.112464424459658
"10929261","Hdac1l",156.9277,0.0261418309499377,0.112473058986401
"10851231","Mtcl2",35.15139,0.026152049924108,0.112486158198306
"10758106","Dhx37",34.47595,0.0261689259848282,0.112527466187791
"10905773","Nfam1",26.61717,0.0261767563820399,0.112527466187791
"10800024","Smokxl2",40.71379,0.0261770610054161,0.112527466187791
"10905179","Apol9a",48.02431,0.0262253012387693,0.11270725933332
"10833466","Pkib",15.930545,0.0262266019356441,0.11270725933332
"10830276",NA,26.475205,0.0262576555114706,0.112798133619654
"10701131",NA,24.26418,0.0262593313735628,0.112798133619654
"10935038","Bex4",64.862404,0.026271716430432,0.112834743281188
"10816540",NA,24.532192,0.0262823703070507,0.112863908003848
"10801381",NA,12.14566,0.0263114636265903,0.112955635325086
"10841586","Tgif2",23.495105,0.026334095477003,0.113019577679619
"10781829","Klf5",93.32381,0.0263508546995024,0.113055279834349
"10792132",NA,43.24015,0.0263540239498841,0.113055279834349
"10714952","Rpp30",89.7106,0.0264038196693383,0.113207241969507
"10890020",NA,38.28574,0.0264051715679797,0.113207241969507
"10827043","Rap1gds1",37.54905,0.0264057631247858,0.113207241969507
"10818253",NA,71.57949,0.0264063650460023,0.113207241969507
"10866410","Gpr19",53.937535,0.0264088229623532,0.113207241969507
"10716168","Acsl5",473.7341,0.0264149488895928,0.113216889210764
"10889339","Adam17",118.1694,0.0264422425733125,0.113317247254914
"10749209","Srp68",72.5049500000001,0.0264629210553615,0.11338923081715
"10885697","Rpl21",496.8555,0.0264984906427141,0.113491702922775
"10857667","Thumpd3",62.5938000000001,0.0265368257046101,0.113605924111149
"10761965","Orai1",59.39845,0.0265415926774549,0.113609683293651
"10924217","Rpl37a",629.821,0.0265851179861849,0.113779319784413
"10700306",NA,12.203515,0.0265908477921458,0.113783688750644
"10779202","Rtraf",184.81455,0.0265939284859791,0.113783688750644
"10895409","Krr1",74.57115,0.0266006652309887,0.113795846252468
"10827448",NA,134.1878,0.0266059276971981,0.113801694252701
"10700749",NA,135.343,0.0266257415032942,0.113869771962705
"10700959",NA,142.96975,0.0266335541168453,0.11388651199788
"10900537","Dazap1",137.06005,0.0266561797649078,0.113949902787828
"10860852","Tfpi2",77.075245,0.0266826601568074,0.114035420895499
"10831425","Atf6b",119.9923,0.0266887449253581,0.114039051374786
"10719021","Ttyh1",15.851195,0.0266953658094537,0.114050660537786
"10800237","Lama3",336.315184,0.0267092722911188,0.114093388026429
"10879483","Rlf",21.71195,0.0267164881211847,0.114107526896534
"10701666",NA,10.337655,0.0267401783755207,0.114170562150137
"10700279",NA,390.5205,0.0267546952995083,0.114170562150137
"10770197","Akt3",376.76235,0.0268192490824852,0.114368751166537
"10896935","Ccn4",22.134995,0.0268451369478913,0.114435606969532
"10745074","Unc119",35.214275,0.0268481430194143,0.114435606969532
"10705004","Phldb3",31.950995,0.0268553960987973,0.114441992313283
"10874070","Dffa",31.17005,0.0268854275523334,0.114544389749726
"10715252",NA,18.92199,0.0268933454417525,0.114561416409355
"10832306","Itgb2",73.77555,0.0269023452700023,0.114583046321307
"10776237","Rpl23a",800.157,0.0269315931027604,0.114674181737945
"10705928","Wdr62",17.50728,0.0269570202791665,0.114749000500593
"10818892","Tram1l1",9.82635,0.026977096655072,0.114763954421484
"10811832","Nup133",141.01335,0.0269772227339386,0.114763954421484
"10929562",NA,32.52222,0.0269801752230696,0.114763954421484
"10729548",NA,60.89772,0.027009242235696,0.114870869511373
"10940495","Copb2",153.7676,0.0270723392444124,0.115088957899631
"10908482","Smarca4",204.868,0.0270875115608687,0.115119953846264
"10734853","Aurkb",113.820405,0.0271011119692543,0.115161001464698
"10816566","Arhgef2",72.9934000000001,0.0271200178543216,0.115224578475298
"10901823","Tmpo",297.30545,0.0271370111581338,0.115280012210807
"10937564","Rpl21",437.108500000001,0.0271437646745183,0.115291936784149
"10750193","Il10rb",164.8164,0.0271961913382185,0.115470507305016
"10790603","Eloa2l",81.441935,0.0271976318703492,0.115470507305016
"10888872","Cad",227.1058,0.0271976641598485,0.115470507305016
"10815806","Mlf1",10.83479,0.027213721915583,0.115521893641651
"10874641","Gnb1",816.272000000001,0.0272431243619518,0.115564402819439
"10930076","Dtymk",55.6434000000001,0.0272463418496925,0.115564402819439
"10924286","Slc11a1",80.9282199999999,0.0272474706175223,0.115564402819439
"10834731","Col5a1",179.2313,0.0272727979926219,0.115655032741538
"10885116","RGD1559545",94.88624,0.0273067972719915,0.115678846798978
"10848174",NA,46.52607,0.0273070394000574,0.115678846798978
"10815785","Ptx3",140.282564,0.0273167174196643,0.115678846798978
"10781525",NA,17.206215,0.0273198434216305,0.115678846798978
"10883880","Grhl1",32.18677,0.0273219703879288,0.115678846798978
"10889627",NA,19.922725,0.0273350860480325,0.115717606695729
"10868007","Casp8ap2",55.1685,0.02736430321435,0.115824507983776
"10811102","Mlkl",74.1645000000001,0.0273866205387895,0.115902177664812
"10762247","Oas1b",22.022255,0.0274033968258363,0.115941262879072
"10722097","Tph1",11.5655,0.0274187022305242,0.115941262879072
"10836588","Dhrs9",20.92896,0.0274196681464884,0.115941262879072
"10814644","Eif5a2",41.427805,0.0274299210738808,0.115967831295565
"10838079","Rpl21",525.244499999999,0.0274403104980703,0.115994969019046
"10921762","Mad2l1bp",24.550175,0.0274575128060667,0.116050893969391
"10745049",NA,12.103705,0.0274620070370654,0.116053099028038
"10810144","Rrm2",324.733085,0.0274807082686097,0.116095734204383
"10834162","Tprn",22.4399,0.0274840178598451,0.116095734204383
"10903545","Eif3e",202.714,0.0274942437853753,0.116122139358964
"10873993","Exosc10",150.64925,0.0275085892629618,0.11616593332295
"10835292","Ncs1",160.22765,0.0275292890960742,0.116236544537175
"10928684","Bard1",72.087185,0.0275393845738332,0.116261279216635
"10904612","Top1mt",25.04531,0.0275486700969213,0.116261279216635
"10852649",NA,29.289055,0.0275767864882461,0.116324257664675
"10767987","Nav1",194.58185,0.0276065339825772,0.116398963805265
"10827659",NA,8.64251000000001,0.0276093037934916,0.116398963805265
"10745378","Abhd15",17.463315,0.0276155684991543,0.116398963805265
"10804508","Hspa8",998.653500000001,0.0276362974525845,0.116469531705107
"10723332","Hdgfl3",74.05735,0.0276470372033237,0.116476892674478
"10783667","Ppp1r3e",9.94521000000002,0.0276500051584002,0.116476892674478
"10884804","Entr1",218.046000000001,0.0277138572389039,0.116678574056397
"10926821",NA,28.585205,0.0277291532241933,0.116726150186107
"10882920","Memo1",53.47692,0.0277378496295369,0.116745935611193
"10912282",NA,177.1,0.0277446042269095,0.116757543630789
"10875610","Otud6b",78.90385,0.027762599945403,0.116816447472995
"10841287","Raly",289.60125,0.027793197534929,0.116928351495596
"10821383","Snx18",97.1370999999999,0.0277996371691292,0.11693860334902
"10813330","Rpl37l1",768.073,0.0278081985486255,0.116943001682941
"10940516","Birc5",141.378605,0.0278244225973558,0.116943001682941
"10824550","Atp8b2",49.60842,0.0278247006468858,0.116943001682941
"10827663","Or2h2c",9.962538,0.0278333562359636,0.11696255308939
"10892007","Dicer1",78.7023499999999,0.0278492809187111,0.116995814316829
"10812656","Fam169a",55.359855,0.0278841690017783,0.117125537486405
"10842436","Rpl38-ps9",549.1825,0.0278926174483107,0.117144181445507
"10765489","Rpl29",573.9205,0.0279201689395723,0.117214258648335
"10772002",NA,12.031713,0.0279213399717178,0.117214258648335
"10732966","Adam19",76.619145,0.0279325826526122,0.117244607703077
"10866486",NA,240.9197,0.0279572602994665,0.117314478941197
"10866503",NA,240.9197,0.0279572602994665,0.117314478941197
"10778552",NA,39.273905,0.0279643238529207,0.117327266557407
